employee_id,department,role_type,region,manager,hire_date,tenure_years,age,salary,salary_growth_pct,attrition_risk_score,attrition_risk_label,absence_risk_score,absence_risk_label,is_active,performance_score
1213,Asset Management,Engineer,Centraal,Manager A,2017-12-17,8.4,40,58677.0,6.68,0.01,Low,0.032,Low,True,3
1214,Asset Management,Engineer,Oost,Manager G,2017-08-18,8.7,58,57759.0,2.59,0.01,Low,0.17,Low,True,3
1215,Asset Management,Project Lead,Centraal,Manager F,2022-03-14,4.1,27,69613.0,1.26,0.042,Low,0.052,Low,True,3
1216,Asset Management,Engineer,Centraal,Manager H,2015-10-16,10.6,28,41070.0,0.63,0.342,Medium,0.244,Medium,True,5
1217,Asset Management,Field Technician,Zuid,Manager A,2013-01-08,13.3,26,59094.0,0.42,0.18,Low,0.282,Medium,True,5
1218,Asset Management,Manager,Zuid,Manager D,2016-11-18,9.5,48,53463.0,1.91,0.01,Low,0.322,Medium,True,4
1219,Asset Management,Engineer,West,Manager K,2014-09-08,11.7,54,65277.0,6.53,0.081,Low,0.283,Medium,True,4
1220,Asset Management,Field Technician,Noord,Manager D,2025-04-28,1.0,22,58322.0,3.09,0.23,Low,0.224,Medium,True,3
1221,Asset Management,Manager,Centraal,Manager K,2021-02-13,5.2,56,59204.0,3.6,0.14,Low,0.348,Medium,True,5
1222,Asset Management,Project Lead,Oost,Manager A,2018-06-23,7.9,26,43321.0,1.05,0.01,Low,0.141,Low,True,4
1223,Asset Management,Project Lead,Noord,Manager G,2019-08-15,6.7,34,49310.0,5.65,0.012,Low,0.401,High,True,3
1224,Asset Management,Engineer,Centraal,Manager B,2018-04-25,8.0,54,52488.0,3.61,0.058,Low,0.059,Low,True,4
1225,Asset Management,Engineer,Oost,Manager I,2022-05-19,4.0,49,55032.0,-2.4,0.232,Low,0.094,Low,True,4
1226,Asset Management,Manager,Centraal,Manager B,2017-12-08,8.4,22,54633.0,5.98,0.107,Low,0.233,Medium,True,3
1227,Asset Management,Analyst,Centraal,Manager J,2016-06-22,9.9,48,90389.0,5.49,0.039,Low,0.425,High,True,5
1228,Asset Management,Analyst,Oost,Manager G,2022-09-18,3.6,30,38640.0,3.62,0.01,Low,0.239,Medium,True,2
1229,Asset Management,Analyst,Noord,Manager G,2021-06-11,4.9,44,61666.0,1.16,0.01,Low,0.551,High,True,3
1230,Asset Management,Project Lead,West,Manager H,2016-03-18,10.1,32,39898.0,0.24,0.155,Low,0.216,Medium,True,4
1231,Asset Management,Project Lead,Noord,Manager B,2024-11-14,1.5,50,30000.0,3.01,0.147,Low,0.461,High,True,4
1232,Asset Management,Field Technician,Zuid,Manager I,2023-11-12,2.5,60,54461.0,2.4,0.01,Low,0.065,Low,True,5
1233,IT & Digital,Analyst,Noord,Manager F,2015-06-10,10.9,49,67613.0,4.64,0.116,Low,0.426,High,True,5
1234,IT & Digital,Project Lead,West,Manager I,2014-07-04,11.8,51,72162.0,1.21,0.066,Low,0.281,Medium,True,3
1235,IT & Digital,Project Lead,Zuid,Manager G,2019-07-30,6.8,41,42066.0,1.62,0.072,Low,0.014,Low,True,4
1236,IT & Digital,Field Technician,West,Manager H,2024-04-06,2.1,55,66616.0,3.54,0.241,Low,0.697,High,True,4
1237,IT & Digital,Engineer,West,Manager I,2016-09-19,9.6,58,63024.0,1.16,0.028,Low,0.043,Low,True,4
1238,IT & Digital,Project Lead,Zuid,Manager I,2022-01-04,4.3,33,37406.0,6.62,0.103,Low,0.172,Low,True,3
1239,IT & Digital,Office Specialist,Oost,Manager A,2018-11-14,7.5,47,44107.0,6.04,0.194,Low,0.091,Low,True,3
1240,IT & Digital,Project Lead,West,Manager J,2023-07-29,2.8,57,61639.0,4.23,0.162,Low,0.068,Low,True,1
1241,IT & Digital,Project Lead,Oost,Manager F,2013-10-11,12.6,53,59196.0,-0.13,0.211,Low,0.215,Medium,True,4
1242,IT & Digital,Analyst,Oost,Manager C,2022-10-19,3.5,59,74594.0,5.32,0.055,Low,0.253,Medium,True,4
1243,IT & Digital,Manager,Zuid,Manager J,2013-06-30,12.9,56,57875.0,3.97,0.281,Low,0.235,Medium,True,4
1244,IT & Digital,Engineer,Centraal,Manager C,2019-12-01,6.4,44,59412.0,-1.2,0.296,Low,0.332,Medium,True,3
1245,IT & Digital,Engineer,Noord,Manager I,2023-02-03,3.3,42,48767.0,3.31,0.128,Low,0.153,Low,True,4
1246,IT & Digital,Field Technician,Zuid,Manager K,2014-08-19,11.7,35,70340.0,3.34,0.088,Low,0.085,Low,True,5
1247,IT & Digital,Office Specialist,West,Manager F,2014-11-07,11.5,34,69210.0,3.6,0.26,Low,0.54,High,True,5
1248,IT & Digital,Field Technician,Zuid,Manager C,2019-01-27,7.3,37,53212.0,4.26,0.056,Low,0.261,Medium,True,3
1249,IT & Digital,Office Specialist,Oost,Manager G,2015-07-17,10.8,51,60924.0,-0.69,0.267,Low,0.166,Low,True,5
1250,IT & Digital,Analyst,West,Manager J,2020-07-06,5.8,61,51581.0,2.18,0.081,Low,0.216,Medium,True,4
1251,IT & Digital,Project Lead,Oost,Manager G,2017-01-29,9.3,39,65574.0,2.24,0.188,Low,0.306,Medium,True,1
1252,IT & Digital,Field Technician,Oost,Manager E,2017-04-17,9.1,22,53609.0,-0.77,0.388,Medium,0.242,Medium,True,4
1253,IT & Digital,Manager,Oost,Manager K,2020-03-15,6.1,36,73202.0,3.72,0.01,Low,0.339,Medium,True,4
1254,IT & Digital,Project Lead,Centraal,Manager A,2017-12-30,8.4,60,62043.0,6.13,0.098,Low,0.153,Low,True,3
1255,IT & Digital,Project Lead,West,Manager E,2021-10-15,4.6,29,72723.0,0.66,0.347,Medium,0.168,Low,False,4
1256,IT & Digital,Engineer,Centraal,Manager E,2020-06-23,5.9,35,65000.0,2.39,0.179,Low,0.4,High,True,3
1257,IT & Digital,Analyst,Noord,Manager F,2016-07-30,9.8,25,61418.0,5.46,0.251,Low,0.079,Low,True,4
1258,IT & Digital,Analyst,Noord,Manager L,2025-03-28,1.1,47,45598.0,3.86,0.379,Medium,0.128,Low,True,5
1259,IT & Digital,Engineer,Centraal,Manager E,2024-09-26,1.6,50,52403.0,6.71,0.281,Low,0.199,Low,True,4
1260,IT & Digital,Engineer,Zuid,Manager B,2013-09-29,12.6,30,79310.0,2.43,0.143,Low,0.221,Medium,True,3
1261,IT & Digital,Project Lead,Zuid,Manager K,2021-06-21,4.9,33,69655.0,2.03,0.273,Low,0.257,Medium,True,3
1262,IT & Digital,Field Technician,Noord,Manager C,2013-03-16,13.1,58,57143.0,2.14,0.245,Low,0.067,Low,True,4
1263,IT & Digital,Manager,Oost,Manager F,2020-07-04,5.8,38,41855.0,4.09,0.049,Low,0.278,Medium,False,3
1264,IT & Digital,Office Specialist,Oost,Manager H,2022-04-29,4.0,61,67461.0,4.7,0.084,Low,0.271,Medium,True,2
1265,IT & Digital,Project Lead,Centraal,Manager I,2013-11-18,12.5,37,42796.0,4.88,0.141,Low,0.386,Medium,True,4
1266,IT & Digital,Office Specialist,Oost,Manager D,2022-11-07,3.5,33,44540.0,2.21,0.166,Low,0.089,Low,True,4
1267,IT & Digital,Project Lead,Centraal,Manager A,2015-03-25,11.1,42,69677.0,2.48,0.148,Low,0.117,Low,True,3
1268,IT & Digital,Manager,Zuid,Manager F,2020-04-20,6.0,44,47271.0,4.09,0.136,Low,0.47,High,True,2
1269,IT & Digital,Project Lead,Centraal,Manager E,2014-05-01,12.0,26,46221.0,2.5,0.232,Low,0.138,Low,True,3
1270,IT & Digital,Project Lead,West,Manager J,2023-08-30,2.7,29,52453.0,3.67,0.208,Low,0.107,Low,True,3
1271,IT & Digital,Field Technician,Oost,Manager F,2025-05-04,1.0,61,55360.0,3.39,0.292,Low,0.277,Medium,True,4
1272,IT & Digital,Project Lead,Zuid,Manager H,2024-04-20,2.0,59,57276.0,-0.04,0.093,Low,0.258,Medium,True,5
1273,IT & Digital,Field Technician,Oost,Manager J,2014-11-14,11.5,26,57285.0,3.9,0.206,Low,0.2,Medium,True,4
1274,IT & Digital,Manager,Zuid,Manager A,2018-01-08,8.3,36,73427.0,4.22,0.133,Low,0.067,Low,True,3
1275,IT & Digital,Manager,Centraal,Manager F,2014-06-28,11.9,28,49417.0,2.42,0.313,Medium,0.547,High,True,1
1276,IT & Digital,Engineer,Noord,Manager G,2013-09-17,12.6,47,50252.0,-0.03,0.346,Medium,0.299,Medium,True,4
1277,IT & Digital,Analyst,Centraal,Manager G,2014-12-19,11.4,51,57428.0,6.26,0.182,Low,0.292,Medium,True,3
1278,IT & Digital,Office Specialist,Noord,Manager E,2017-12-23,8.4,27,70058.0,4.31,0.182,Low,0.194,Low,True,4
1279,IT & Digital,Project Lead,Zuid,Manager F,2022-01-22,4.3,38,44633.0,5.56,0.095,Low,0.121,Low,True,3
1280,IT & Digital,Project Lead,Noord,Manager L,2023-10-19,2.5,44,53743.0,-2.41,0.335,Medium,0.08,Low,True,4
1281,IT & Digital,Office Specialist,Zuid,Manager K,2023-03-25,3.1,35,65404.0,2.08,0.044,Low,0.329,Medium,True,1
1282,IT & Digital,Project Lead,Noord,Manager L,2025-06-10,0.9,39,60207.0,4.34,0.282,Low,0.091,Low,True,3
1283,IT & Digital,Project Lead,West,Manager L,2013-04-08,13.1,29,31403.0,2.52,0.282,Low,0.103,Low,True,2
1284,IT & Digital,Project Lead,Oost,Manager G,2025-11-08,0.5,37,37698.0,4.71,0.369,Medium,0.212,Medium,True,4
1285,IT & Digital,Manager,Noord,Manager F,2014-09-17,11.6,58,35425.0,1.79,0.156,Low,0.209,Medium,True,4
1286,IT & Digital,Project Lead,Centraal,Manager D,2021-02-21,5.2,44,47518.0,4.49,0.04,Low,0.102,Low,True,4
1287,IT & Digital,Analyst,Oost,Manager D,2020-12-20,5.4,26,41249.0,3.96,0.164,Low,0.191,Low,False,5
1288,IT & Digital,Analyst,Zuid,Manager E,2019-03-09,7.2,52,65715.0,6.66,0.091,Low,0.304,Medium,True,1
1289,IT & Digital,Manager,Oost,Manager B,2023-07-25,2.8,45,68271.0,3.44,0.222,Low,0.358,Medium,True,4
1290,IT & Digital,Manager,Zuid,Manager J,2023-01-01,3.3,40,65805.0,3.9,0.175,Low,0.148,Low,True,3
1291,IT & Digital,Office Specialist,Oost,Manager I,2025-08-05,0.8,41,70734.0,1.69,0.397,Medium,0.167,Low,True,3
1292,IT & Digital,Manager,West,Manager H,2012-09-23,13.6,60,42150.0,6.82,0.304,Medium,0.141,Low,True,1
1293,IT & Digital,Project Lead,Oost,Manager J,2017-12-25,8.4,31,49970.0,5.43,0.133,Low,0.112,Low,True,4
1294,IT & Digital,Manager,Oost,Manager F,2013-09-06,12.7,46,65484.0,2.01,0.05,Low,0.091,Low,True,3
1295,IT & Digital,Field Technician,Noord,Manager F,2017-04-20,9.0,28,75818.0,3.4,0.201,Low,0.213,Medium,True,4
1296,IT & Digital,Project Lead,Centraal,Manager K,2014-10-08,11.6,54,41174.0,3.36,0.227,Low,0.306,Medium,True,2
1297,IT & Digital,Engineer,West,Manager C,2014-12-07,11.4,45,38850.0,1.41,0.105,Low,0.11,Low,True,4
1298,IT & Digital,Engineer,West,Manager L,2020-05-31,5.9,54,43997.0,3.65,0.01,Low,0.283,Medium,True,3
1299,IT & Digital,Office Specialist,Oost,Manager C,2020-03-10,6.2,43,52944.0,1.52,0.062,Low,0.641,High,True,2
1300,IT & Digital,Office Specialist,Oost,Manager K,2012-10-01,13.6,36,36412.0,3.52,0.123,Low,0.217,Medium,True,5
1301,IT & Digital,Field Technician,West,Manager J,2013-12-27,12.4,28,35695.0,1.96,0.393,Medium,0.093,Low,True,5
1302,IT & Digital,Manager,West,Manager K,2022-07-24,3.8,46,48820.0,4.74,0.136,Low,0.234,Medium,True,4
1303,IT & Digital,Field Technician,West,Manager C,2025-03-30,1.1,47,30000.0,2.72,0.377,Medium,0.039,Low,True,3
1304,IT & Digital,Project Lead,Noord,Manager B,2018-10-20,7.5,59,30000.0,0.61,0.278,Low,0.235,Medium,True,2
1305,IT & Digital,Project Lead,Oost,Manager D,2022-10-13,3.6,55,55777.0,3.22,0.087,Low,0.412,High,True,4
1306,IT & Digital,Manager,West,Manager C,2024-01-12,2.3,48,41906.0,3.58,0.102,Low,0.077,Low,True,3
1307,IT & Digital,Analyst,Centraal,Manager A,2020-03-13,6.2,33,72869.0,3.98,0.166,Low,0.209,Medium,True,3
1308,IT & Digital,Office Specialist,West,Manager G,2020-05-27,5.9,31,46901.0,2.19,0.076,Low,0.224,Medium,True,1
1309,IT & Digital,Project Lead,Oost,Manager L,2013-04-19,13.1,39,64689.0,3.05,0.01,Low,0.173,Low,True,4
1310,IT & Digital,Field Technician,Oost,Manager F,2022-03-03,4.2,53,61885.0,0.45,0.332,Medium,0.267,Medium,True,3
1311,IT & Digital,Engineer,West,Manager F,2020-11-21,5.5,24,56587.0,1.97,0.176,Low,0.511,High,True,4
1312,Finance,Field Technician,Oost,Manager I,2017-02-26,9.2,30,40940.0,4.09,0.01,Low,0.176,Low,True,3
1313,Finance,Project Lead,Noord,Manager D,2016-09-05,9.7,46,62742.0,4.49,0.026,Low,0.181,Low,True,4
1314,Finance,Manager,West,Manager A,2020-01-02,6.3,48,30000.0,2.06,0.116,Low,0.297,Medium,True,2
1315,Finance,Office Specialist,West,Manager B,2023-10-10,2.6,39,61138.0,6.87,0.117,Low,0.302,Medium,True,3
1316,Finance,Office Specialist,West,Manager G,2012-12-15,13.4,43,41606.0,4.0,0.01,Low,0.46,High,True,3
1317,Finance,Project Lead,West,Manager F,2025-10-02,0.6,56,78622.0,2.1,0.263,Low,0.131,Low,True,3
1318,Finance,Project Lead,Centraal,Manager K,2013-01-26,13.3,44,74567.0,-2.25,0.158,Low,0.113,Low,True,3
1319,Finance,Manager,Zuid,Manager F,2017-06-13,8.9,61,52798.0,-0.34,0.295,Low,0.123,Low,True,3
1320,Finance,Field Technician,Oost,Manager B,2015-08-13,10.7,49,38116.0,3.69,0.201,Low,0.363,Medium,True,2
1321,Finance,Analyst,Zuid,Manager A,2012-10-10,13.6,56,44328.0,5.76,0.018,Low,0.274,Medium,True,5
1322,Finance,Office Specialist,Oost,Manager I,2021-07-17,4.8,40,59700.0,2.23,0.01,Low,0.395,Medium,True,2
1323,Finance,Manager,West,Manager I,2023-05-11,3.0,31,37130.0,3.19,0.01,Low,0.563,High,True,4
1324,Finance,Analyst,Centraal,Manager D,2016-12-22,9.4,41,42636.0,3.36,0.011,Low,0.354,Medium,True,3
1325,Finance,Analyst,Oost,Manager L,2019-03-02,7.2,34,50286.0,0.27,0.263,Low,0.49,High,True,5
1326,Finance,Field Technician,Oost,Manager D,2017-02-15,9.2,47,50017.0,4.39,0.059,Low,0.121,Low,True,3
1327,Finance,Project Lead,West,Manager E,2021-09-14,4.6,24,46753.0,-0.56,0.26,Low,0.056,Low,True,4
1328,Finance,Field Technician,Zuid,Manager H,2018-02-10,8.2,57,47389.0,-0.02,0.107,Low,0.321,Medium,True,5
1329,Finance,Project Lead,Centraal,Manager I,2018-12-31,7.4,57,60337.0,1.35,0.012,Low,0.232,Medium,True,1
1330,Finance,Engineer,Zuid,Manager D,2024-03-20,2.1,42,42281.0,0.81,0.26,Low,0.436,High,True,2
1331,Finance,Engineer,Noord,Manager K,2012-12-12,13.4,56,54224.0,3.15,0.01,Low,0.186,Low,True,4
1332,Finance,Engineer,West,Manager C,2025-01-19,1.3,38,66740.0,5.55,0.138,Low,0.223,Medium,True,4
1333,Finance,Engineer,Oost,Manager D,2023-02-28,3.2,35,48831.0,2.58,0.061,Low,0.101,Low,True,3
1334,Finance,Office Specialist,Oost,Manager F,2024-08-09,1.7,36,59171.0,0.26,0.25,Low,0.164,Low,True,3
1335,Finance,Analyst,Zuid,Manager E,2016-02-19,10.2,51,35344.0,-0.57,0.24,Low,0.574,High,True,3
1336,Finance,Engineer,Noord,Manager E,2018-11-14,7.5,60,51574.0,2.05,0.054,Low,0.289,Medium,True,4
1337,Finance,Field Technician,Noord,Manager H,2018-08-25,7.7,50,58860.0,3.34,0.01,Low,0.095,Low,True,5
1338,Finance,Field Technician,Centraal,Manager H,2019-08-16,6.7,37,67018.0,4.53,0.01,Low,0.106,Low,True,4
1339,Finance,Engineer,Oost,Manager J,2023-08-02,2.8,51,52451.0,6.01,0.01,Low,0.317,Medium,True,3
1340,Finance,Project Lead,Noord,Manager G,2019-01-25,7.3,33,65993.0,0.32,0.213,Low,0.237,Medium,True,4
1341,Finance,Office Specialist,Oost,Manager A,2018-12-23,7.4,55,49527.0,4.93,0.09,Low,0.081,Low,True,1
1342,Finance,Analyst,Noord,Manager C,2017-05-18,9.0,22,60337.0,3.36,0.204,Low,0.486,High,True,3
1343,Finance,Office Specialist,Centraal,Manager D,2014-09-16,11.6,57,47329.0,1.22,0.01,Low,0.556,High,True,4
1344,Finance,Office Specialist,Zuid,Manager B,2018-02-07,8.2,41,62368.0,1.42,0.027,Low,0.181,Low,True,5
1345,Finance,Project Lead,Centraal,Manager J,2024-08-07,1.7,48,50201.0,3.54,0.2,Low,0.28,Medium,True,4
1346,Finance,Manager,Oost,Manager G,2017-07-28,8.8,28,30000.0,3.5,0.203,Low,0.232,Medium,True,5
1347,Finance,Project Lead,Zuid,Manager L,2014-12-07,11.4,33,74305.0,4.66,0.01,Low,0.078,Low,True,4
1348,Finance,Engineer,Centraal,Manager F,2023-05-20,3.0,32,64613.0,3.29,0.01,Low,0.4,High,True,4
1349,Finance,Analyst,Oost,Manager H,2023-09-01,2.7,45,60675.0,2.57,0.01,Low,0.383,Medium,True,3
1350,Finance,Analyst,West,Manager B,2024-07-29,1.8,39,52354.0,3.42,0.137,Low,0.581,High,True,3
1351,Finance,Office Specialist,Oost,Manager L,2023-05-16,3.0,40,54680.0,1.25,0.089,Low,0.277,Medium,True,3
1352,Finance,Analyst,West,Manager H,2024-05-04,2.0,47,64896.0,5.39,0.01,Low,0.128,Low,True,3
1353,Finance,Field Technician,Zuid,Manager J,2017-04-05,9.1,60,70905.0,0.19,0.148,Low,0.207,Medium,True,5
1354,Finance,Project Lead,Oost,Manager L,2025-01-04,1.3,51,53898.0,7.53,0.205,Low,0.216,Medium,False,3
1355,Finance,Manager,Zuid,Manager B,2022-07-17,3.8,24,77894.0,2.85,0.102,Low,0.299,Medium,True,4
1356,Finance,Engineer,Zuid,Manager J,2021-03-06,5.2,41,68013.0,4.08,0.034,Low,0.285,Medium,True,3
1357,Finance,Analyst,Zuid,Manager G,2022-11-21,3.5,32,59925.0,3.39,0.01,Low,0.372,Medium,True,4
1358,Finance,Analyst,Zuid,Manager B,2023-09-24,2.6,42,46542.0,3.7,0.01,Low,0.337,Medium,True,1
1359,Finance,Analyst,West,Manager H,2019-01-26,7.3,32,59982.0,1.68,0.01,Low,0.375,Medium,True,2
1360,Finance,Office Specialist,Centraal,Manager L,2017-08-20,8.7,45,62331.0,-0.03,0.136,Low,0.393,Medium,True,2
1361,Finance,Field Technician,Zuid,Manager B,2025-11-28,0.4,42,50889.0,-0.53,0.411,Medium,0.203,Medium,True,2
1362,Finance,Analyst,Oost,Manager B,2024-01-30,2.3,61,55345.0,2.84,0.01,Low,0.264,Medium,True,4
1363,Finance,Office Specialist,West,Manager A,2020-04-02,6.1,29,51684.0,1.37,0.122,Low,0.296,Medium,True,4
1364,Finance,Analyst,Noord,Manager H,2016-11-03,9.5,37,38005.0,4.03,0.01,Low,0.378,Medium,True,3
1365,Finance,Office Specialist,Centraal,Manager E,2018-10-22,7.5,33,57874.0,3.8,0.01,Low,0.243,Medium,True,4
1366,Finance,Office Specialist,West,Manager I,2019-01-02,7.3,36,63517.0,3.66,0.067,Low,0.23,Medium,True,4
1367,HR,Field Technician,West,Manager K,2025-05-27,0.9,36,61864.0,1.59,0.275,Low,0.414,High,True,3
1368,HR,Office Specialist,Noord,Manager L,2018-10-03,7.6,37,51091.0,3.8,0.035,Low,0.437,High,True,5
1369,HR,Project Lead,Oost,Manager G,2015-10-16,10.6,49,52842.0,3.32,0.013,Low,0.296,Medium,True,4
1370,HR,Project Lead,Zuid,Manager J,2023-12-31,2.3,31,57659.0,1.27,0.01,Low,0.337,Medium,True,3
1371,HR,Field Technician,Oost,Manager I,2024-07-13,1.8,39,58532.0,6.33,0.126,Low,0.66,High,True,3
1372,HR,Project Lead,Oost,Manager A,2018-02-16,8.2,47,43025.0,3.45,0.084,Low,0.448,High,True,3
1373,HR,Engineer,Zuid,Manager B,2016-02-26,10.2,45,58489.0,2.28,0.01,Low,0.247,Medium,True,3
1374,HR,Field Technician,Oost,Manager G,2016-07-16,9.8,24,58565.0,1.97,0.119,Low,0.12,Low,True,3
1375,HR,Office Specialist,Centraal,Manager C,2017-01-06,9.3,41,32657.0,3.22,0.01,Low,0.107,Low,True,2
1376,HR,Analyst,Oost,Manager J,2024-07-06,1.8,55,46456.0,-0.96,0.31,Medium,0.214,Medium,True,5
1377,HR,Field Technician,Centraal,Manager J,2017-06-23,8.9,42,53635.0,3.14,0.01,Low,0.114,Low,True,4
1378,HR,Field Technician,Noord,Manager G,2024-11-17,1.5,50,54243.0,3.13,0.017,Low,0.566,High,True,3
1379,HR,Analyst,Zuid,Manager A,2024-03-14,2.1,46,35238.0,4.21,0.01,Low,0.212,Medium,True,2
1380,HR,Field Technician,Noord,Manager A,2015-01-02,11.3,44,30000.0,0.08,0.148,Low,0.295,Medium,True,5
1381,HR,Project Lead,West,Manager C,2019-08-05,6.8,38,55371.0,2.14,0.026,Low,0.071,Low,True,3
1382,HR,Project Lead,Centraal,Manager B,2018-07-02,7.8,50,50975.0,3.49,0.01,Low,0.323,Medium,True,1
1383,HR,Engineer,Zuid,Manager C,2013-02-17,13.2,36,54252.0,2.64,0.101,Low,0.148,Low,True,3
1384,HR,Field Technician,Centraal,Manager B,2020-11-20,5.5,53,64309.0,5.15,0.017,Low,0.189,Low,True,3
1385,HR,Manager,Noord,Manager L,2019-06-02,6.9,30,64114.0,2.42,0.023,Low,0.023,Low,True,3
1386,HR,Office Specialist,Oost,Manager F,2022-12-05,3.4,52,44199.0,-1.04,0.192,Low,0.146,Low,True,4
1387,HR,Office Specialist,Oost,Manager F,2019-08-07,6.8,52,50750.0,5.08,0.129,Low,0.234,Medium,True,2
1388,HR,Analyst,Oost,Manager D,2024-09-15,1.6,33,46039.0,-0.04,0.343,Medium,0.306,Medium,True,1
1389,HR,Manager,Noord,Manager E,2012-12-03,13.4,40,52307.0,5.04,0.01,Low,0.101,Low,True,3
1390,HR,Manager,Zuid,Manager K,2021-04-05,5.1,56,55392.0,1.6,0.057,Low,0.092,Low,True,4
1391,HR,Office Specialist,Noord,Manager I,2016-01-03,10.3,60,68684.0,8.0,0.034,Low,0.693,High,True,4
1392,HR,Analyst,Centraal,Manager B,2015-04-19,11.1,55,51192.0,2.12,0.01,Low,0.16,Low,True,3
1393,HR,Office Specialist,West,Manager I,2019-08-08,6.7,44,57724.0,2.35,0.01,Low,0.283,Medium,True,4
1394,HR,Office Specialist,Oost,Manager K,2022-04-10,4.1,58,65574.0,-0.48,0.156,Low,0.31,Medium,True,5
1395,HR,Manager,Centraal,Manager G,2019-07-15,6.8,34,43366.0,2.84,0.034,Low,0.45,High,True,5
1396,HR,Engineer,Noord,Manager F,2016-02-22,10.2,36,50148.0,3.93,0.01,Low,0.37,Medium,True,4
1397,HR,Engineer,Zuid,Manager L,2020-06-08,5.9,60,53025.0,5.66,0.106,Low,0.162,Low,True,3
1398,HR,Analyst,Oost,Manager B,2024-07-05,1.8,30,42299.0,-2.0,0.371,Medium,0.036,Low,True,4
1399,HR,Analyst,Zuid,Manager A,2017-09-28,8.6,47,57761.0,1.02,0.074,Low,0.201,Medium,True,4
1400,HR,Analyst,Centraal,Manager H,2013-11-27,12.4,46,50913.0,4.0,0.01,Low,0.492,High,True,3
1401,HR,Analyst,West,Manager F,2018-01-25,8.3,58,56199.0,3.25,0.01,Low,0.452,High,True,4
1402,HR,Office Specialist,Noord,Manager I,2015-12-02,10.4,57,50158.0,4.97,0.01,Low,0.078,Low,True,4
1403,HR,Manager,Noord,Manager A,2021-09-18,4.6,39,62653.0,3.9,0.016,Low,0.323,Medium,True,3
1404,HR,Office Specialist,Zuid,Manager H,2021-01-26,5.3,47,58430.0,2.32,0.01,Low,0.352,Medium,True,2
1405,HR,Manager,Zuid,Manager E,2014-12-20,11.4,32,54697.0,5.55,0.018,Low,0.304,Medium,True,5
1406,HR,Manager,West,Manager B,2020-05-11,6.0,47,38770.0,3.98,0.01,Low,0.088,Low,True,4
1407,Customer Services,Analyst,Zuid,Manager F,2020-05-24,6.0,46,83782.0,8.35,0.255,Low,0.246,Medium,True,2
1408,Customer Services,Analyst,Oost,Manager E,2021-11-01,4.5,23,56116.0,5.36,0.312,Medium,0.637,High,True,3
1409,Customer Services,Manager,Oost,Manager C,2014-05-28,11.9,35,41909.0,4.59,0.16,Low,0.219,Medium,True,4
1410,Customer Services,Field Technician,West,Manager D,2024-09-18,1.6,53,30000.0,3.74,0.317,Medium,0.145,Low,True,3
1411,Customer Services,Office Specialist,Noord,Manager A,2024-03-26,2.1,50,40993.0,5.1,0.077,Low,0.202,Medium,True,5
1412,Customer Services,Manager,Centraal,Manager H,2021-11-03,4.5,46,35705.0,6.46,0.053,Low,0.432,High,False,2
1413,Customer Services,Office Specialist,Noord,Manager I,2013-04-20,13.1,51,62854.0,1.67,0.026,Low,0.519,High,True,4
1414,Customer Services,Office Specialist,Oost,Manager L,2014-07-13,11.8,53,52934.0,5.46,0.119,Low,0.247,Medium,True,2
1415,Customer Services,Project Lead,Centraal,Manager F,2023-09-04,2.7,24,54903.0,3.32,0.254,Low,0.269,Medium,True,2
1416,Customer Services,Engineer,Centraal,Manager L,2024-05-31,1.9,43,37276.0,2.22,0.132,Low,0.328,Medium,True,4
1417,Customer Services,Office Specialist,Zuid,Manager C,2015-03-28,11.1,29,58952.0,3.28,0.201,Low,0.265,Medium,True,4
1418,Customer Services,Manager,Centraal,Manager E,2016-03-20,10.1,53,75715.0,1.67,0.061,Low,0.349,Medium,True,2
1419,Customer Services,Field Technician,Oost,Manager A,2014-11-02,11.5,51,58107.0,4.06,0.088,Low,0.081,Low,True,3
1420,Customer Services,Office Specialist,West,Manager C,2017-03-07,9.2,27,63142.0,2.72,0.321,Medium,0.314,Medium,True,3
1421,Customer Services,Analyst,Oost,Manager C,2022-03-21,4.1,30,51118.0,0.68,0.294,Low,0.142,Low,True,3
1422,Customer Services,Analyst,Noord,Manager K,2014-07-10,11.8,24,37826.0,4.65,0.143,Low,0.314,Medium,True,3
1423,Customer Services,Manager,Oost,Manager I,2014-07-04,11.8,50,45446.0,1.1,0.113,Low,0.286,Medium,True,4
1424,Customer Services,Project Lead,Centraal,Manager I,2022-02-06,4.2,24,58250.0,4.58,0.241,Low,0.342,Medium,True,4
1425,Customer Services,Project Lead,Centraal,Manager I,2019-02-09,7.2,24,60881.0,4.1,0.062,Low,0.454,High,True,3
1426,Customer Services,Office Specialist,Centraal,Manager D,2022-04-07,4.1,23,36610.0,3.24,0.176,Low,0.014,Low,True,3
1427,Customer Services,Field Technician,Noord,Manager C,2017-12-14,8.4,47,40732.0,2.9,0.091,Low,0.271,Medium,True,3
1428,Customer Services,Analyst,Noord,Manager H,2012-12-23,13.4,24,46893.0,4.23,0.234,Low,0.488,High,True,1
1429,Customer Services,Manager,Noord,Manager H,2023-07-10,2.8,53,53468.0,3.16,0.077,Low,0.188,Low,True,3
1430,Customer Services,Manager,Zuid,Manager J,2014-06-04,11.9,31,47920.0,3.52,0.202,Low,0.303,Medium,True,5
1431,Customer Services,Project Lead,Zuid,Manager E,2020-05-03,6.0,38,60428.0,-1.37,0.058,Low,0.114,Low,True,3
